parent_type,parent_documentId,relation,db_count,rendered_count,pass
hotel,vew069pph0gharh0lgj6jfpc,rooms (hotel root),6,0,false
hotel,vew069pph0gharh0lgj6jfpc,dinings (listing page),3,3,true
hotel,vew069pph0gharh0lgj6jfpc,dinings (hotel root),3,0,false
hotel,vew069pph0gharh0lgj6jfpc,banquets (listing page),3,3,true
hotel,vew069pph0gharh0lgj6jfpc,banquets (hotel root),3,3,true
hotel,vew069pph0gharh0lgj6jfpc,"hotel_galleries (gallery page, capped at 48)",46,47,true
hotel,ueqmqq9p5ufoksylov1ltvpn,rooms (listing page),3,0,false
hotel,ueqmqq9p5ufoksylov1ltvpn,rooms (hotel root),3,0,false
hotel,ueqmqq9p5ufoksylov1ltvpn,banquets (listing page),1,1,true
hotel,ueqmqq9p5ufoksylov1ltvpn,banquets (hotel root),1,1,true
hotel,ueqmqq9p5ufoksylov1ltvpn,"hotel_galleries (gallery page, capped at 48)",41,42,true
hotel,ep147k3lkgsp9rkbvdjzxbvk,rooms (listing page),4,0,false
hotel,ep147k3lkgsp9rkbvdjzxbvk,rooms (hotel root),4,0,false
hotel,ep147k3lkgsp9rkbvdjzxbvk,dinings (listing page),2,2,true
hotel,ep147k3lkgsp9rkbvdjzxbvk,dinings (hotel root),2,0,false
hotel,ep147k3lkgsp9rkbvdjzxbvk,"hotel_galleries (gallery page, capped at 48)",21,22,true
hotel,lcsiof3ol3u5cvyr5rm2s13k,rooms (listing page),4,0,false
hotel,lcsiof3ol3u5cvyr5rm2s13k,rooms (hotel root),4,0,false
hotel,lcsiof3ol3u5cvyr5rm2s13k,dinings (listing page),1,1,true
hotel,lcsiof3ol3u5cvyr5rm2s13k,dinings (hotel root),1,0,false
hotel,lcsiof3ol3u5cvyr5rm2s13k,banquets (listing page),1,1,true
hotel,lcsiof3ol3u5cvyr5rm2s13k,banquets (hotel root),1,1,true
hotel,lcsiof3ol3u5cvyr5rm2s13k,offers (hotel root),1,1,true
hotel,lcsiof3ol3u5cvyr5rm2s13k,"hotel_galleries (gallery page, capped at 48)",22,23,true
hotel,idt7wgbvd0n6d27aoc53y8xo,rooms (listing page),5,0,false
hotel,idt7wgbvd0n6d27aoc53y8xo,rooms (hotel root),5,0,false
hotel,idt7wgbvd0n6d27aoc53y8xo,dinings (listing page),1,1,true
hotel,idt7wgbvd0n6d27aoc53y8xo,dinings (hotel root),1,0,false
hotel,idt7wgbvd0n6d27aoc53y8xo,"hotel_galleries (gallery page, capped at 48)",64,49,true
hotel,z9keid6l1ze9uu6sqghp69ux,rooms (listing page),5,0,false
hotel,z9keid6l1ze9uu6sqghp69ux,rooms (hotel root),5,0,false
hotel,z9keid6l1ze9uu6sqghp69ux,"hotel_galleries (gallery page, capped at 48)",38,39,true
hotel,t4oqb5tlt6ljuhw8g0cwq93d,rooms (listing page),4,0,false
hotel,t4oqb5tlt6ljuhw8g0cwq93d,rooms (hotel root),4,0,false
hotel,t4oqb5tlt6ljuhw8g0cwq93d,dinings (listing page),1,1,true
hotel,t4oqb5tlt6ljuhw8g0cwq93d,dinings (hotel root),1,0,false
hotel,t4oqb5tlt6ljuhw8g0cwq93d,banquets (listing page),1,1,true
hotel,t4oqb5tlt6ljuhw8g0cwq93d,banquets (hotel root),1,1,true
hotel,t4oqb5tlt6ljuhw8g0cwq93d,"hotel_galleries (gallery page, capped at 48)",40,41,true
hotel,foaeyxlinknkd1mdi61yjr96,rooms (listing page),4,0,false
hotel,foaeyxlinknkd1mdi61yjr96,rooms (hotel root),4,0,false
hotel,foaeyxlinknkd1mdi61yjr96,dinings (listing page),1,1,true
hotel,foaeyxlinknkd1mdi61yjr96,dinings (hotel root),1,0,false
hotel,foaeyxlinknkd1mdi61yjr96,banquets (listing page),1,1,true
hotel,foaeyxlinknkd1mdi61yjr96,banquets (hotel root),1,1,true
hotel,foaeyxlinknkd1mdi61yjr96,attractions (listing page),1,1,true
hotel,foaeyxlinknkd1mdi61yjr96,"hotel_galleries (gallery page, capped at 48)",51,49,true
hotel,dulazj3fbpm363og0pk6zo3z,rooms (listing page),6,0,false
hotel,dulazj3fbpm363og0pk6zo3z,rooms (hotel root),6,0,false
hotel,dulazj3fbpm363og0pk6zo3z,dinings (listing page),4,4,true
hotel,dulazj3fbpm363og0pk6zo3z,dinings (hotel root),4,0,false
hotel,dulazj3fbpm363og0pk6zo3z,banquets (listing page),3,3,true
hotel,dulazj3fbpm363og0pk6zo3z,banquets (hotel root),3,3,true
hotel,dulazj3fbpm363og0pk6zo3z,"hotel_galleries (gallery page, capped at 48)",63,49,true
hotel,wn5u3hgyo2zeytt4pol2eulr,rooms (listing page),2,0,false
hotel,wn5u3hgyo2zeytt4pol2eulr,rooms (hotel root),2,0,false
hotel,wn5u3hgyo2zeytt4pol2eulr,dinings (listing page),1,1,true
hotel,wn5u3hgyo2zeytt4pol2eulr,dinings (hotel root),1,0,false
hotel,wn5u3hgyo2zeytt4pol2eulr,"hotel_galleries (gallery page, capped at 48)",7,8,true
hotel,gof0nrzn7xg5fnnc3i2x4dih,rooms (listing page),3,0,false
hotel,gof0nrzn7xg5fnnc3i2x4dih,rooms (hotel root),3,0,false
hotel,gof0nrzn7xg5fnnc3i2x4dih,"hotel_galleries (gallery page, capped at 48)",5,6,true
hotel,rc58adgip2rl5q0ug9txf8a9,rooms (listing page),3,0,false
hotel,rc58adgip2rl5q0ug9txf8a9,rooms (hotel root),3,0,false
hotel,rc58adgip2rl5q0ug9txf8a9,dinings (listing page),2,2,true
hotel,rc58adgip2rl5q0ug9txf8a9,dinings (hotel root),2,0,false
hotel,rc58adgip2rl5q0ug9txf8a9,banquets (listing page),1,1,true
hotel,rc58adgip2rl5q0ug9txf8a9,banquets (hotel root),1,1,true
hotel,rc58adgip2rl5q0ug9txf8a9,"hotel_galleries (gallery page, capped at 48)",32,33,true
hotel,ki1vjxay15jnujjcikq2kceb,rooms (listing page),2,0,false
hotel,ki1vjxay15jnujjcikq2kceb,rooms (hotel root),2,0,false
hotel,ki1vjxay15jnujjcikq2kceb,dinings (listing page),1,1,true
hotel,ki1vjxay15jnujjcikq2kceb,dinings (hotel root),1,0,false
hotel,ki1vjxay15jnujjcikq2kceb,"hotel_galleries (gallery page, capped at 48)",39,40,true
hotel,kehsc82vkbibh4alwh3k5oa9,rooms (listing page),5,0,false
hotel,kehsc82vkbibh4alwh3k5oa9,rooms (hotel root),5,0,false
hotel,kehsc82vkbibh4alwh3k5oa9,"hotel_galleries (gallery page, capped at 48)",12,13,true
hotel,a64dvsnts2wpcxgi82saqckj,rooms (listing page),3,0,false
hotel,a64dvsnts2wpcxgi82saqckj,rooms (hotel root),3,0,false
hotel,a64dvsnts2wpcxgi82saqckj,dinings (listing page),2,2,true
hotel,a64dvsnts2wpcxgi82saqckj,dinings (hotel root),2,0,false
hotel,a64dvsnts2wpcxgi82saqckj,attractions (listing page),1,1,true
hotel,a64dvsnts2wpcxgi82saqckj,offers (hotel root),1,1,true
hotel,a64dvsnts2wpcxgi82saqckj,"hotel_galleries (gallery page, capped at 48)",7,8,true
hotel,rd1rckytbfr5zidvklxad3an,rooms (listing page),3,0,false
hotel,rd1rckytbfr5zidvklxad3an,rooms (hotel root),3,0,false
hotel,rd1rckytbfr5zidvklxad3an,dinings (listing page),3,3,true
hotel,rd1rckytbfr5zidvklxad3an,dinings (hotel root),3,0,false
hotel,rd1rckytbfr5zidvklxad3an,banquets (listing page),2,2,true
hotel,rd1rckytbfr5zidvklxad3an,banquets (hotel root),2,2,true
hotel,rd1rckytbfr5zidvklxad3an,attractions (listing page),1,1,true
hotel,rd1rckytbfr5zidvklxad3an,offers (hotel root),4,4,true
hotel,rd1rckytbfr5zidvklxad3an,"hotel_galleries (gallery page, capped at 48)",6,7,true
hotel,kn4tliuzdetbggkmpcovxyf0,rooms (listing page),6,0,false
hotel,kn4tliuzdetbggkmpcovxyf0,rooms (hotel root),6,0,false
hotel,kn4tliuzdetbggkmpcovxyf0,dinings (listing page),2,2,true
hotel,kn4tliuzdetbggkmpcovxyf0,dinings (hotel root),2,0,false
hotel,kn4tliuzdetbggkmpcovxyf0,banquets (listing page),1,1,true
hotel,kn4tliuzdetbggkmpcovxyf0,banquets (hotel root),1,1,true
hotel,kn4tliuzdetbggkmpcovxyf0,"hotel_galleries (gallery page, capped at 48)",4,5,true
hotel,tbz50k3vm3evehr5ssezs6yu,rooms (listing page),4,0,false
hotel,tbz50k3vm3evehr5ssezs6yu,rooms (hotel root),4,0,false
hotel,tbz50k3vm3evehr5ssezs6yu,dinings (listing page),2,2,true
hotel,tbz50k3vm3evehr5ssezs6yu,dinings (hotel root),2,0,false
hotel,tbz50k3vm3evehr5ssezs6yu,banquets (listing page),1,1,true
hotel,tbz50k3vm3evehr5ssezs6yu,banquets (hotel root),1,1,true
hotel,tbz50k3vm3evehr5ssezs6yu,"hotel_galleries (gallery page, capped at 48)",25,26,true
hotel,gjvj1n7efo6nn3mfmrgi9nw1,rooms (listing page),3,0,false
hotel,gjvj1n7efo6nn3mfmrgi9nw1,rooms (hotel root),3,0,false
hotel,gjvj1n7efo6nn3mfmrgi9nw1,dinings (listing page),2,2,true
hotel,gjvj1n7efo6nn3mfmrgi9nw1,dinings (hotel root),2,0,false
hotel,gjvj1n7efo6nn3mfmrgi9nw1,banquets (listing page),3,3,true
hotel,gjvj1n7efo6nn3mfmrgi9nw1,banquets (hotel root),3,3,true
hotel,gjvj1n7efo6nn3mfmrgi9nw1,"hotel_galleries (gallery page, capped at 48)",25,26,true
hotel,fgsh1iqwzppm69u11dbdmn7s,rooms (listing page),4,0,false
hotel,fgsh1iqwzppm69u11dbdmn7s,rooms (hotel root),4,0,false
hotel,fgsh1iqwzppm69u11dbdmn7s,banquets (listing page),3,3,true
hotel,fgsh1iqwzppm69u11dbdmn7s,banquets (hotel root),3,3,true
hotel,fgsh1iqwzppm69u11dbdmn7s,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,y2sfqfyjssjimziuyt95eg82,rooms (listing page),4,0,false
hotel,y2sfqfyjssjimziuyt95eg82,rooms (hotel root),4,0,false
hotel,y2sfqfyjssjimziuyt95eg82,dinings (listing page),3,3,true
hotel,y2sfqfyjssjimziuyt95eg82,dinings (hotel root),3,0,false
hotel,y2sfqfyjssjimziuyt95eg82,"hotel_galleries (gallery page, capped at 48)",20,21,true
hotel,v1vfqrshexf95orkxb6fpw5a,rooms (listing page),5,0,false
hotel,v1vfqrshexf95orkxb6fpw5a,rooms (hotel root),5,0,false
hotel,v1vfqrshexf95orkxb6fpw5a,dinings (listing page),2,2,true
hotel,v1vfqrshexf95orkxb6fpw5a,dinings (hotel root),2,0,false
hotel,v1vfqrshexf95orkxb6fpw5a,banquets (listing page),1,1,true
hotel,v1vfqrshexf95orkxb6fpw5a,banquets (hotel root),1,1,true
hotel,v1vfqrshexf95orkxb6fpw5a,attractions (listing page),1,1,true
hotel,v1vfqrshexf95orkxb6fpw5a,offers (hotel root),1,1,true
hotel,v1vfqrshexf95orkxb6fpw5a,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,d7i07ozxdule8j9edzacv4ez,rooms (listing page),4,0,false
hotel,d7i07ozxdule8j9edzacv4ez,rooms (hotel root),4,0,false
hotel,d7i07ozxdule8j9edzacv4ez,dinings (listing page),2,2,true
hotel,d7i07ozxdule8j9edzacv4ez,dinings (hotel root),2,0,false
hotel,d7i07ozxdule8j9edzacv4ez,attractions (listing page),3,3,true
hotel,d7i07ozxdule8j9edzacv4ez,offers (hotel root),1,1,true
hotel,d7i07ozxdule8j9edzacv4ez,"hotel_galleries (gallery page, capped at 48)",3,4,true
hotel,tr1ubf9cir92pxyuy19is6fl,rooms (listing page),4,0,false
hotel,tr1ubf9cir92pxyuy19is6fl,rooms (hotel root),4,0,false
hotel,tr1ubf9cir92pxyuy19is6fl,dinings (listing page),3,3,true
hotel,tr1ubf9cir92pxyuy19is6fl,dinings (hotel root),3,0,false
hotel,tr1ubf9cir92pxyuy19is6fl,attractions (listing page),1,1,true
hotel,tr1ubf9cir92pxyuy19is6fl,offers (hotel root),1,1,true
hotel,tr1ubf9cir92pxyuy19is6fl,"hotel_galleries (gallery page, capped at 48)",8,9,true
hotel,dgafbx7g4eyjn7767cvguenw,rooms (listing page),2,0,false
hotel,dgafbx7g4eyjn7767cvguenw,rooms (hotel root),2,0,false
hotel,dgafbx7g4eyjn7767cvguenw,dinings (listing page),2,2,true
hotel,dgafbx7g4eyjn7767cvguenw,dinings (hotel root),2,0,false
hotel,dgafbx7g4eyjn7767cvguenw,banquets (listing page),1,1,true
hotel,dgafbx7g4eyjn7767cvguenw,banquets (hotel root),1,1,true
hotel,dgafbx7g4eyjn7767cvguenw,"hotel_galleries (gallery page, capped at 48)",9,10,true
hotel,j9s68jd94a0m0zet5j93fqyt,rooms (listing page),4,0,false
hotel,j9s68jd94a0m0zet5j93fqyt,rooms (hotel root),4,0,false
hotel,j9s68jd94a0m0zet5j93fqyt,dinings (listing page),2,2,true
hotel,j9s68jd94a0m0zet5j93fqyt,dinings (hotel root),2,0,false
hotel,j9s68jd94a0m0zet5j93fqyt,attractions (listing page),1,1,true
hotel,j9s68jd94a0m0zet5j93fqyt,offers (hotel root),1,1,true
hotel,j9s68jd94a0m0zet5j93fqyt,"hotel_galleries (gallery page, capped at 48)",12,13,true
hotel,yd7h2lz0gatji8bmfouve33w,rooms (listing page),5,0,false
hotel,yd7h2lz0gatji8bmfouve33w,rooms (hotel root),5,0,false
hotel,yd7h2lz0gatji8bmfouve33w,dinings (listing page),2,2,true
hotel,yd7h2lz0gatji8bmfouve33w,dinings (hotel root),2,0,false
hotel,yd7h2lz0gatji8bmfouve33w,banquets (listing page),1,1,true
hotel,yd7h2lz0gatji8bmfouve33w,banquets (hotel root),1,1,true
hotel,yd7h2lz0gatji8bmfouve33w,attractions (listing page),1,1,true
hotel,yd7h2lz0gatji8bmfouve33w,offers (hotel root),2,2,true
hotel,yd7h2lz0gatji8bmfouve33w,"hotel_galleries (gallery page, capped at 48)",3,4,true
hotel,isyez2n6zynxzjv0vmc70x81,rooms (listing page),4,0,false
hotel,isyez2n6zynxzjv0vmc70x81,rooms (hotel root),4,0,false
hotel,isyez2n6zynxzjv0vmc70x81,dinings (listing page),1,1,true
hotel,isyez2n6zynxzjv0vmc70x81,dinings (hotel root),1,0,false
hotel,isyez2n6zynxzjv0vmc70x81,banquets (listing page),1,1,true
hotel,isyez2n6zynxzjv0vmc70x81,banquets (hotel root),1,1,true
hotel,isyez2n6zynxzjv0vmc70x81,attractions (listing page),1,1,true
hotel,isyez2n6zynxzjv0vmc70x81,offers (hotel root),1,1,true
hotel,isyez2n6zynxzjv0vmc70x81,"hotel_galleries (gallery page, capped at 48)",7,8,true
hotel,kx78qv4r0voji7gdp78u56dg,"hotel_galleries (gallery page, capped at 48)",6,7,true
hotel,mc9i8dsw86tgh0h0lfgkutq3,rooms (listing page),3,0,false
hotel,mc9i8dsw86tgh0h0lfgkutq3,rooms (hotel root),3,0,false
hotel,mc9i8dsw86tgh0h0lfgkutq3,dinings (listing page),2,2,true
hotel,mc9i8dsw86tgh0h0lfgkutq3,dinings (hotel root),2,0,false
hotel,mc9i8dsw86tgh0h0lfgkutq3,"hotel_galleries (gallery page, capped at 48)",26,27,true
hotel,wd93vbljhxrqaahd4j8ltzzm,rooms (listing page),2,0,false
hotel,wd93vbljhxrqaahd4j8ltzzm,rooms (hotel root),2,0,false
hotel,wd93vbljhxrqaahd4j8ltzzm,dinings (listing page),2,2,true
hotel,wd93vbljhxrqaahd4j8ltzzm,dinings (hotel root),2,0,false
hotel,wd93vbljhxrqaahd4j8ltzzm,attractions (listing page),1,1,true
hotel,wd93vbljhxrqaahd4j8ltzzm,offers (hotel root),1,1,true
hotel,wd93vbljhxrqaahd4j8ltzzm,"hotel_galleries (gallery page, capped at 48)",22,23,true
hotel,b2p0vkm0vbb1vy4ld0ona55t,rooms (listing page),4,0,false
hotel,b2p0vkm0vbb1vy4ld0ona55t,rooms (hotel root),4,0,false
hotel,b2p0vkm0vbb1vy4ld0ona55t,dinings (listing page),3,3,true
hotel,b2p0vkm0vbb1vy4ld0ona55t,dinings (hotel root),3,0,false
hotel,b2p0vkm0vbb1vy4ld0ona55t,attractions (listing page),1,1,true
hotel,b2p0vkm0vbb1vy4ld0ona55t,"hotel_galleries (gallery page, capped at 48)",10,11,true
hotel,n5xo9z0j7xzrkgssvpxz53qd,rooms (listing page),5,0,false
hotel,n5xo9z0j7xzrkgssvpxz53qd,rooms (hotel root),5,0,false
hotel,n5xo9z0j7xzrkgssvpxz53qd,dinings (listing page),3,3,true
hotel,n5xo9z0j7xzrkgssvpxz53qd,dinings (hotel root),3,0,false
hotel,n5xo9z0j7xzrkgssvpxz53qd,banquets (listing page),1,1,true
hotel,n5xo9z0j7xzrkgssvpxz53qd,banquets (hotel root),1,1,true
hotel,n5xo9z0j7xzrkgssvpxz53qd,attractions (listing page),1,1,true
hotel,n5xo9z0j7xzrkgssvpxz53qd,offers (hotel root),1,1,true
hotel,n5xo9z0j7xzrkgssvpxz53qd,"hotel_galleries (gallery page, capped at 48)",10,11,true
hotel,wgsaao2613c13tc6lsq8o4nj,rooms (listing page),5,0,false
hotel,wgsaao2613c13tc6lsq8o4nj,rooms (hotel root),5,0,false
hotel,wgsaao2613c13tc6lsq8o4nj,dinings (listing page),1,1,true
hotel,wgsaao2613c13tc6lsq8o4nj,dinings (hotel root),1,0,false
hotel,wgsaao2613c13tc6lsq8o4nj,banquets (listing page),4,4,true
hotel,wgsaao2613c13tc6lsq8o4nj,banquets (hotel root),4,4,true
hotel,wgsaao2613c13tc6lsq8o4nj,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,o1da0ksqldub948k1y3nbdg0,rooms (listing page),5,0,false
hotel,o1da0ksqldub948k1y3nbdg0,rooms (hotel root),5,0,false
hotel,o1da0ksqldub948k1y3nbdg0,dinings (listing page),3,3,true
hotel,o1da0ksqldub948k1y3nbdg0,dinings (hotel root),3,0,false
hotel,o1da0ksqldub948k1y3nbdg0,banquets (listing page),1,1,true
hotel,o1da0ksqldub948k1y3nbdg0,banquets (hotel root),1,1,true
hotel,o1da0ksqldub948k1y3nbdg0,attractions (listing page),1,1,true
hotel,o1da0ksqldub948k1y3nbdg0,offers (hotel root),1,1,true
hotel,o1da0ksqldub948k1y3nbdg0,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,b7vkbewua16i1y9unkbwk835,rooms (listing page),4,0,false
hotel,b7vkbewua16i1y9unkbwk835,rooms (hotel root),4,0,false
hotel,b7vkbewua16i1y9unkbwk835,dinings (listing page),2,2,true
hotel,b7vkbewua16i1y9unkbwk835,dinings (hotel root),2,0,false
hotel,b7vkbewua16i1y9unkbwk835,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,m079kakdl1x8fkqgebw3jzax,rooms (listing page),6,0,false
hotel,m079kakdl1x8fkqgebw3jzax,rooms (hotel root),6,0,false
hotel,m079kakdl1x8fkqgebw3jzax,dinings (listing page),2,2,true
hotel,m079kakdl1x8fkqgebw3jzax,dinings (hotel root),2,0,false
hotel,m079kakdl1x8fkqgebw3jzax,banquets (listing page),7,7,true
hotel,m079kakdl1x8fkqgebw3jzax,banquets (hotel root),7,7,true
hotel,m079kakdl1x8fkqgebw3jzax,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,y7i33qrfe7zsl54lgrfp20wr,rooms (listing page),4,0,false
hotel,y7i33qrfe7zsl54lgrfp20wr,rooms (hotel root),4,0,false
hotel,y7i33qrfe7zsl54lgrfp20wr,dinings (listing page),2,2,true
hotel,y7i33qrfe7zsl54lgrfp20wr,dinings (hotel root),2,0,false
hotel,y7i33qrfe7zsl54lgrfp20wr,offers (hotel root),1,1,true
hotel,y7i33qrfe7zsl54lgrfp20wr,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,qgb7rx7eo65id7uscqk1vsvm,rooms (listing page),3,0,false
hotel,qgb7rx7eo65id7uscqk1vsvm,rooms (hotel root),3,0,false
hotel,qgb7rx7eo65id7uscqk1vsvm,dinings (listing page),1,1,true
hotel,qgb7rx7eo65id7uscqk1vsvm,dinings (hotel root),1,0,false
hotel,qgb7rx7eo65id7uscqk1vsvm,banquets (listing page),1,1,true
hotel,qgb7rx7eo65id7uscqk1vsvm,banquets (hotel root),1,1,true
hotel,qgb7rx7eo65id7uscqk1vsvm,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,lg68oiqz8ht4rcfp586f3qef,rooms (listing page),3,0,false
hotel,lg68oiqz8ht4rcfp586f3qef,rooms (hotel root),3,0,false
hotel,lg68oiqz8ht4rcfp586f3qef,dinings (listing page),1,1,true
hotel,lg68oiqz8ht4rcfp586f3qef,dinings (hotel root),1,0,false
hotel,lg68oiqz8ht4rcfp586f3qef,attractions (listing page),2,2,true
hotel,lg68oiqz8ht4rcfp586f3qef,offers (hotel root),1,1,true
hotel,lg68oiqz8ht4rcfp586f3qef,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,dpi1ztz03r00h0s0lhm7dr14,rooms (listing page),3,0,false
hotel,dpi1ztz03r00h0s0lhm7dr14,rooms (hotel root),3,0,false
hotel,dpi1ztz03r00h0s0lhm7dr14,dinings (listing page),3,3,true
hotel,dpi1ztz03r00h0s0lhm7dr14,dinings (hotel root),3,0,false
hotel,dpi1ztz03r00h0s0lhm7dr14,banquets (listing page),1,1,true
hotel,dpi1ztz03r00h0s0lhm7dr14,banquets (hotel root),1,1,true
hotel,dpi1ztz03r00h0s0lhm7dr14,attractions (listing page),1,1,true
hotel,dpi1ztz03r00h0s0lhm7dr14,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,mls77b7hie6jp3b8zlcznf2a,rooms (listing page),4,0,false
hotel,mls77b7hie6jp3b8zlcznf2a,rooms (hotel root),4,0,false
hotel,mls77b7hie6jp3b8zlcznf2a,dinings (listing page),3,3,true
hotel,mls77b7hie6jp3b8zlcznf2a,dinings (hotel root),3,0,false
hotel,mls77b7hie6jp3b8zlcznf2a,banquets (listing page),1,1,true
hotel,mls77b7hie6jp3b8zlcznf2a,banquets (hotel root),1,1,true
hotel,mls77b7hie6jp3b8zlcznf2a,attractions (listing page),1,1,true
hotel,mls77b7hie6jp3b8zlcznf2a,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,kwn3byhz868jji95h57sfjxh,rooms (listing page),2,0,false
hotel,kwn3byhz868jji95h57sfjxh,rooms (hotel root),2,0,false
hotel,kwn3byhz868jji95h57sfjxh,dinings (listing page),2,2,true
hotel,kwn3byhz868jji95h57sfjxh,dinings (hotel root),2,0,false
hotel,kwn3byhz868jji95h57sfjxh,attractions (listing page),1,1,true
hotel,kwn3byhz868jji95h57sfjxh,offers (hotel root),1,1,true
hotel,kwn3byhz868jji95h57sfjxh,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,gjai9v986449xj50no17n8ut,dinings (listing page),2,2,true
hotel,gjai9v986449xj50no17n8ut,dinings (hotel root),2,0,false
hotel,gjai9v986449xj50no17n8ut,banquets (listing page),1,1,true
hotel,gjai9v986449xj50no17n8ut,banquets (hotel root),1,1,true
hotel,gjai9v986449xj50no17n8ut,attractions (listing page),1,1,true
hotel,gjai9v986449xj50no17n8ut,offers (hotel root),1,1,true
hotel,gjai9v986449xj50no17n8ut,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,kkc9mdz9qxvh2qkqfkz58cf5,rooms (listing page),3,0,false
hotel,kkc9mdz9qxvh2qkqfkz58cf5,rooms (hotel root),3,0,false
hotel,kkc9mdz9qxvh2qkqfkz58cf5,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,y2svrpznr4562wz1o9p6j564,dinings (listing page),3,3,true
hotel,y2svrpznr4562wz1o9p6j564,dinings (hotel root),3,0,false
hotel,y2svrpznr4562wz1o9p6j564,attractions (listing page),1,1,true
hotel,y2svrpznr4562wz1o9p6j564,offers (hotel root),1,1,true
hotel,y2svrpznr4562wz1o9p6j564,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,ezhwjan3er65wzp0pjxsgboz,dinings (listing page),3,3,true
hotel,ezhwjan3er65wzp0pjxsgboz,dinings (hotel root),3,0,false
hotel,ezhwjan3er65wzp0pjxsgboz,banquets (listing page),1,1,true
hotel,ezhwjan3er65wzp0pjxsgboz,banquets (hotel root),1,1,true
hotel,ezhwjan3er65wzp0pjxsgboz,attractions (listing page),1,1,true
hotel,ezhwjan3er65wzp0pjxsgboz,offers (hotel root),1,1,true
hotel,ezhwjan3er65wzp0pjxsgboz,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,gezrbajohui6w08c7b1k72v3,rooms (listing page),3,0,false
hotel,gezrbajohui6w08c7b1k72v3,rooms (hotel root),3,0,false
hotel,gezrbajohui6w08c7b1k72v3,dinings (listing page),2,2,true
hotel,gezrbajohui6w08c7b1k72v3,dinings (hotel root),2,0,false
hotel,gezrbajohui6w08c7b1k72v3,banquets (listing page),1,1,true
hotel,gezrbajohui6w08c7b1k72v3,banquets (hotel root),1,1,true
hotel,gezrbajohui6w08c7b1k72v3,attractions (listing page),1,1,true
hotel,gezrbajohui6w08c7b1k72v3,offers (hotel root),1,1,true
hotel,gezrbajohui6w08c7b1k72v3,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,orfnykm3gp3alkxubofqqwos,rooms (listing page),4,0,false
hotel,orfnykm3gp3alkxubofqqwos,rooms (hotel root),4,0,false
hotel,orfnykm3gp3alkxubofqqwos,dinings (listing page),3,3,true
hotel,orfnykm3gp3alkxubofqqwos,dinings (hotel root),3,0,false
hotel,orfnykm3gp3alkxubofqqwos,banquets (listing page),4,4,true
hotel,orfnykm3gp3alkxubofqqwos,banquets (hotel root),4,4,true
hotel,orfnykm3gp3alkxubofqqwos,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,ngqmxp5f1z6g2cx2rqlcuey1,dinings (listing page),3,3,true
hotel,ngqmxp5f1z6g2cx2rqlcuey1,dinings (hotel root),3,0,false
hotel,ngqmxp5f1z6g2cx2rqlcuey1,banquets (listing page),1,1,true
hotel,ngqmxp5f1z6g2cx2rqlcuey1,banquets (hotel root),1,1,true
hotel,ngqmxp5f1z6g2cx2rqlcuey1,attractions (listing page),1,1,true
hotel,ngqmxp5f1z6g2cx2rqlcuey1,offers (hotel root),1,1,true
hotel,ngqmxp5f1z6g2cx2rqlcuey1,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,dp3pchx3z0m8varr1x2wjpqm,dinings (listing page),3,3,true
hotel,dp3pchx3z0m8varr1x2wjpqm,dinings (hotel root),3,0,false
hotel,dp3pchx3z0m8varr1x2wjpqm,banquets (listing page),1,1,true
hotel,dp3pchx3z0m8varr1x2wjpqm,banquets (hotel root),1,1,true
hotel,dp3pchx3z0m8varr1x2wjpqm,attractions (listing page),1,1,true
hotel,dp3pchx3z0m8varr1x2wjpqm,offers (hotel root),3,3,true
hotel,dp3pchx3z0m8varr1x2wjpqm,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,iyftn1x1hf4um63b5ab1ocmz,rooms (listing page),8,0,false
hotel,iyftn1x1hf4um63b5ab1ocmz,rooms (hotel root),8,0,false
hotel,iyftn1x1hf4um63b5ab1ocmz,dinings (listing page),2,2,true
hotel,iyftn1x1hf4um63b5ab1ocmz,dinings (hotel root),2,0,false
hotel,iyftn1x1hf4um63b5ab1ocmz,banquets (listing page),7,7,true
hotel,iyftn1x1hf4um63b5ab1ocmz,banquets (hotel root),7,7,true
hotel,iyftn1x1hf4um63b5ab1ocmz,"hotel_galleries (gallery page, capped at 48)",2,3,true
